Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
  ,  ,  ,  ,2,4930,NM ,European Starling                       ,                                        , Dh,47,-4.074,-5.614,-2.52,1.986
  ,  ,  ,  ,  ,4930,NS ,European Starling                       ,                                        , Dh,39,0.171,-1.052,1.434,50.912
  ,  ,  ,  ,2,4930,NY ,European Starling                       ,                                        , Dh,116,-1.749,-2.388,-1.106,131.28
  ,  ,  ,  ,2,4930,OHI,European Starling                       ,                                        , Dh,67,-1.398,-2.125,-0.714,288.864
  ,  ,  ,  ,  ,4930,OKL,European Starling                       ,                                        , Dh,56,0.254,-0.883,1.387,27.781
  ,  ,  ,  ,2,4930,ONT,European Starling                       ,                                        , Dh,151,-3.098,-3.752,-2.485,30.463
  ,  ,  ,  ,2,4930,ORE,European Starling                       ,                                        , Dh,91,-1.697,-2.637,-0.738,20.917
  ,  ,  ,  ,2,4930,PA ,European Starling                       ,                                        , Dh,109,-1.241,-1.824,-0.68,134.839
 R, R,  ,  ,  ,4930,PEI,European Starling                       ,                                        , Dh,4,0.462,-1.045,2,137.042
  ,  ,  ,  ,2,4930,QUE,European Starling                       ,                                        , Dh,118,-3.683,-5.119,-2.485,30.792
 R, R, Y,  ,  ,4930,RI ,European Starling                       ,                                        , Dh,4,-1.742,-6.077,2.032,56.993
  ,  ,  ,  ,1,4930,SAS,European Starling                       ,                                        , Dh,77,1.907,0.214,3.781,3.193
  ,  ,  ,  ,2,4930,SC ,European Starling                       ,                                        , Dh,39,-2.777,-4.295,-1.286,15.136
  ,  ,  ,  ,  ,4930,SD ,European Starling                       ,                                        , Dh,49,-1.518,-3.165,0.011,7.733
  ,  ,  ,  ,  ,4930,TEN,European Starling                       ,                                        , Dh,44,-0.508,-1.366,0.343,110.791
  ,  ,  ,  ,2,4930,TEX,European Starling                       ,                                        , Dh,194,-1.46,-2.326,-0.585,7.009
  ,  ,  ,  ,2,4930,UT ,European Starling                       ,                                        , Dh,62,-2.269,-4.056,-0.446,5.775
  ,  ,  ,  ,  ,4930,VA ,European Starling                       ,                                        , Dh,52,-0.87,-1.902,0.262,75.312
  ,  ,  ,  ,2,4930,VT ,European Starling                       ,                                        , Dh,25,-2.079,-3.37,-0.858,76.247
  ,  ,  ,  ,  ,4930,WAS,European Starling                       ,                                        , Dh,83,-0.082,-1.002,0.845,50.376
  ,  ,  ,  ,2,4930,WIS,European Starling                       ,                                        , Dh,91,-2.206,-2.935,-1.468,85.934
  ,  ,  ,  ,  ,4930,WV ,European Starling                       ,                                        , Dh,53,-0.137,-1.248,0.958,93.15
  ,  ,  ,  ,1,4930,WYO,European Starling                       ,                                        , Dh,90,1.843,0.508,3.268,7.512
  ,  ,  ,  ,2,4930,CAN,European Starling                       ,                                        , Dh,759,-2.491,-3.038,-2.034,20.344
  ,  ,  ,  ,2,4930,US ,European Starling                       ,                                        , Dh,3252,-1.558,-1.728,-1.391,43.387
  ,  ,  ,  ,2,4930,SUR,European Starling                       ,                                        , Dh,4011,-1.745,-1.924,-1.582,35.927
  ,  ,  ,  ,2,4930,CA1,European Starling                       ,                                        , Dh,739,-2.547,-3.098,-2.083,21
  ,  ,  ,  ,2,4930,US1,European Starling                       ,                                        , Dh,3249,-1.557,-1.728,-1.391,44.209
  ,  ,  ,  ,2,4930,SU1,European Starling                       ,                                        , Dh,3988,-1.753,-1.933,-1.589,36.813
  ,  ,  ,  ,2,6180,S04,Bohemian Waxwing                        ,                                        , Dh,74,-4.341,-7.162,-1.862,1.314
 R, R, R, R,  ,6180,S05,Bohemian Waxwing                        ,                                        , Dh,4,-2.981,-17.361,5.321,0.016
 R,  , R, Y,  ,6180,S06,Bohemian Waxwing                        ,                                        , Dh,19,-0.802,-7.516,2.744,0.561
 R, Y, R, R,  ,6180,S10,Bohemian Waxwing                        ,                                        , Dh,6,-9.377,-23.587,1.75,0.056
 Y,  , Y, Y,  ,6180,AK ,Bohemian Waxwing                        ,                                        , Dh,35,-2.427,-5.82,1.084,0.645
 R, Y, R, R,  ,6180,ALB,Bohemian Waxwing                        ,                                        , Dh,9,-1.08,-10.831,9.388,0.017
 R, R, R, R,  ,6180,BC ,Bohemian Waxwing                        ,                                        , Dh,4,-10.567,-30.828,7.856,0.06
 R, Y, R,  ,  ,6180,NWT,Bohemian Waxwing                        ,                                        , Dh,12,-0.872,-7.827,2.685,1.052
 Y,  , Y,  ,2,6180,YT ,Bohemian Waxwing                        ,                                        , Dh,43,-4.98,-8.477,-1.93,2.206
 Y,  ,  , Y,2,6180,CAN,Bohemian Waxwing                        ,                                        , Dh,68,-3.812,-7.098,-1.196,0.877
 Y,  , Y, Y,  ,6180,US ,Bohemian Waxwing                        ,                                        , Dh,35,-2.427,-5.82,1.084,0.645
 Y,  ,  , Y,2,6180,SUR,Bohemian Waxwing                        ,                                        , Dh,103,-3.573,-6.385,-1.322,0.81
 R, Y, R, R,  ,6180,CA1,Bohemian Waxwing                        ,                                        , Dh,13,-2.786,-11.194,7.345,0.039
 R, Y, R, R,  ,6180,SU1,Bohemian Waxwing                        ,                                        , Dh,13,-2.786,-11.194,7.345,0.039
  ,  ,  ,  ,2,6190,S05,Cedar Waxwing                           ,                                        , Dh,122,-1.604,-2.745,-0.47,6.183
  ,  ,  ,  ,  ,6190,S06,Cedar Waxwing                           ,                                        , Dh,123,0.016,-1.788,1.946,2.689
  ,  ,  ,  ,2,6190,S08,Cedar Waxwing                           ,                                        , Dh,121,-2.265,-4.332,-0.504,6.956
  ,  ,  ,  ,  ,6190,S09,Cedar Waxwing                           ,                                        , Dh,113,-0.677,-1.898,0.563,1.659
  ,  ,  ,  ,  ,6190,S10,Cedar Waxwing                           ,                                        , Dh,172,-1.4,-2.875,0.044,2.957
  ,  ,  ,  ,  ,6190,S11,Cedar Waxwing                           ,                                        , Dh,220,-0.268,-1.493,1.005,1.283
  ,  ,  ,  ,2,6190,S12,Cedar Waxwing                           ,                                        , Dh,265,-3,-3.742,-2.271,17.253
  ,  ,  ,  ,2,6190,S13,Cedar Waxwing                           ,                                        , Dh,169,-1.593,-2.386,-0.809,20.57
  ,  ,  ,  ,2,6190,S14,Cedar Waxwing                           ,                                        , Dh,269,-1.648,-2.346,-0.947,16.455
 R, R, R, R,  ,6190,S15,Cedar Waxwing                           ,                                        , Dh,2,-3.01,-22.68,4.942,0.002
 R,  , Y, R,1,6190,S16,Cedar Waxwing                           ,                                        , Dh,38,4.685,0.681,9.514,0.052
 Y,  , Y, Y,  ,6190,S17,Cedar Waxwing                           ,                                        , Dh,54,0.381,-2.732,3.33,0.236
 R, R, R, R,  ,6190,S18,Cedar Waxwing                           ,                                        , Dh,4,-0.3,-9.51,8.567,0.052
 R,  , R, R,1,6190,S19,Cedar Waxwing                           ,                                        , Dh,33,6.479,1.178,11.516,0.075
  ,  ,  ,  ,  ,6190,S22,Cedar Waxwing                           ,                                        , Dh,228,-0.487,-1.524,0.599,3.937
  ,  ,  ,  ,2,6190,S23,Cedar Waxwing                           ,                                        , Dh,139,-2.415,-3.3,-1.504,12.142
  ,  ,  ,  ,2,6190,S24,Cedar Waxwing                           ,                                        , Dh,119,-1.691,-3.292,-0.037,4.693
 R, R, R, R,  ,6190,S25,Cedar Waxwing                           ,                                        , Dh,2,-8.605,-31.279,3.761,0.001
 Y,  , Y, Y,  ,6190,S27,Cedar Waxwing                           ,                                        , Dh,46,2.065,-1.649,6.101,0.121
  ,  ,  ,  ,2,6190,S28,Cedar Waxwing                           ,                                        , Dh,292,-1.118,-1.759,-0.457,9.488
  ,  ,  ,  ,  ,6190,S29,Cedar Waxwing                           ,                                        , Dh,101,-0.045,-1.876,1.757,3.01
  ,  ,  ,  ,  ,6190,S30,Cedar Waxwing                           ,                                        , Dh,124,0.283,-0.879,1.491,8.065
 R, Y, R, R,  ,6190,S32,Cedar Waxwing                           ,                                        , Dh,5,0.423,-17.318,24.037,0.001
 R,  , R, R,  ,6190,ALA,Cedar Waxwing                           ,                                        , Dh,24,-0.867,-6.31,4.478,0.078
 R, Y, R, Y,  ,6190,AK ,Cedar Waxwing                           ,                                        , Dh,6,13.522,-0.973,34.695,0.19
  ,  ,  ,  ,  ,6190,ALB,Cedar Waxwing                           ,                                        , Dh,129,-0.45,-2.793,1.997,1.962
 R, Y, R, R,  ,6190,ARK,Cedar Waxwing                           ,                                        , Dh,6,-1.007,-10.065,6.834,0.013
  ,  ,  ,  ,2,6190,BC ,Cedar Waxwing                           ,                                        , Dh,139,-1.606,-2.937,-0.216,5.742
 R,  , Y, R,  ,6190,CAL,Cedar Waxwing                           ,                                        , Dh,25,-0.249,-4.709,4.509,0.039
 R,  , R, R,1,6190,COL,Cedar Waxwing                           ,                                        , Dh,26,7.6,2.718,13.339,0.043
  ,  ,  ,  ,  ,6190,CON,Cedar Waxwing                           ,                                        , Dh,17,-1.884,-4.483,0.784,6.261
 Y,  , Y,  ,1,6190,DEL,Cedar Waxwing                           ,                                        , Dh,14,4.179,0.351,8.221,10.641
 Y,  , Y, Y,  ,6190,GA ,Cedar Waxwing                           ,                                        , Dh,18,-1.921,-6.904,2.659,0.178
  ,  ,  ,  ,  ,6190,IA ,Cedar Waxwing                           ,                                        , Dh,33,1.092,-1.841,3.97,4.37
  ,  ,  ,  ,  ,6190,IDA,Cedar Waxwing                           ,                                        , Dh,37,0.272,-2.092,2.789,1.228
  ,  ,  ,  ,2,6190,ILL,Cedar Waxwing                           ,                                        , Dh,104,-1.967,-3.47,-0.449,5.219
  ,  ,  ,  ,  ,6190,IND,Cedar Waxwing                           ,                                        , Dh,59,-0.753,-2.429,0.935,7.984
 Y,  , Y, Y,  ,6190,KAN,Cedar Waxwing                           ,                                        , Dh,27,0.92,-3.468,5.482,0.25
  ,  ,  ,  ,  ,6190,KY ,Cedar Waxwing                           ,                                        , Dh,46,-1.161,-3.215,0.941,8.934
  ,  ,  ,  ,2,6190,MAN,Cedar Waxwing                           ,                                        , Dh,72,-2.314,-4.333,-0.285,3.561
  ,  ,  ,  ,  ,6190,MAS,Cedar Waxwing                           ,                                        , Dh,28,-0.675,-2.196,0.804,12.858
  ,  ,  ,  ,  ,6190,MD ,Cedar Waxwing                           ,                                        , Dh,66,-0.085,-1.382,1.218,7.683
  ,  ,  ,  ,2,6190,ME ,Cedar Waxwing                           ,                                        , Dh,67,-2.974,-4.3,-1.684,15.854
  ,  ,  ,  ,2,6190,MIC,Cedar Waxwing                           ,                                        , Dh,83,-2.909,-4.035,-1.788,23.234
  ,  ,  ,  ,2,6190,MIN,Cedar Waxwing                           ,                                        , Dh,79,-2.201,-3.503,-0.967,4.713
 R, R, R, R,  ,6190,MIS,Cedar Waxwing                           ,                                        , Dh,3,0.534,-11.316,14.019,0.012
  ,  ,  ,  ,  ,6190,MO ,Cedar Waxwing                           ,                                        , Dh,60,0.278,-2.763,3.235,1.231
  ,  ,  ,  ,  ,6190,MON,Cedar Waxwing                           ,                                        , Dh,63,0.819,-1.47,3.119,1.098
  ,  ,  ,  ,  ,6190,NB ,Cedar Waxwing                           ,                                        , Dh,41,-1.372,-3.245,0.508,12.008
  ,  ,  ,  ,  ,6190,NC ,Cedar Waxwing                           ,                                        , Dh,63,-0.326,-2.629,1.929,1.906
  ,  ,  ,  ,  ,6190,ND ,Cedar Waxwing                           ,                                        , Dh,43,-1.721,-3.909,0.43,1.144
 Y,  , Y, Y,1,6190,NEB,Cedar Waxwing                           ,                                        , Dh,38,6.882,2.886,10.923,0.313
 R,  , R, Y,  ,6190,NF ,Cedar Waxwing                           ,                                        , Dh,22,1.784,-5.455,9.692,0.416
  ,  ,  ,  ,2,6190,NH ,Cedar Waxwing                           ,                                        , Dh,25,-1.268,-2.5,-0.135,18.532
  ,  ,  ,  ,1,6190,NJ ,Cedar Waxwing                           ,                                        , Dh,31,3.69,1.46,5.97,10.236
 R, R, R, R,  ,6190,NM ,Cedar Waxwing                           ,                                        , Dh,3,9.747,-0.294,27.062,0.004
  ,  ,  ,  ,  ,6190,NS ,Cedar Waxwing                           ,                                        , Dh,38,-0.651,-2.974,1.729,12.139
 R, R, R, R,  ,6190,NWT,Cedar Waxwing                           ,                                        , Dh,2,-1.992,-10.625,4.425,0.069
  ,  ,  ,  ,2,6190,NY ,Cedar Waxwing                           ,                                        , Dh,117,-1.693,-2.633,-0.762,21.856
  ,  ,  ,  ,  ,6190,OHI,Cedar Waxwing                           ,                                        , Dh,66,-0.477,-1.871,0.979,10.965
  ,  ,  ,  ,2,6190,ONT,Cedar Waxwing                           ,                                        , Dh,209,-2.827,-4.441,-1.515,10.609
  ,  ,  ,  ,2,6190,ORE,Cedar Waxwing                           ,                                        , Dh,62,-1.683,-3.152,-0.215,1.45
  ,  ,  ,  ,2,6190,PA ,Cedar Waxwing                           ,                                        , Dh,108,-1.052,-1.917,-0.214,16.365
 R, R, Y,  ,  ,6190,PEI,Cedar Waxwing                           ,                                        , Dh,4,1.098,-3.405,5.819,13.932
  ,  ,  ,  ,2,6190,QUE,Cedar Waxwing                           ,                                        , Dh,166,-2.096,-3.778,-0.671,14.126
 R, R, R,  ,1,6190,RI ,Cedar Waxwing                           ,                                        , Dh,4,9.317,2.155,18.001,5.876
 Y,  , Y,  ,  ,6190,SAS,Cedar Waxwing                           ,                                        , Dh,76,0.611,-2.32,3.863,4.497
 R, Y, R, Y,  ,6190,SC ,Cedar Waxwing                           ,                                        , Dh,6,-2.009,-11.729,6.565,0.135
 R,  , R, Y,  ,6190,SD ,Cedar Waxwing                           ,                                        , Dh,27,-0.638,-7.465,5.689,0.175
  ,  ,  ,  ,2,6190,TEN,Cedar Waxwing                           ,                                        , Dh,39,-4.67,-7.068,-2.267,1.497
 R, Y, R, R,  ,6190,UT ,Cedar Waxwing                           ,                                        , Dh,13,1.159,-3.807,6.465,0.085
  ,  ,  ,  ,  ,6190,VA ,Cedar Waxwing                           ,                                        , Dh,50,-1.657,-3.76,0.63,3.928
  ,  ,  ,  ,  ,6190,VT ,Cedar Waxwing                           ,                                        , Dh,25,-0.463,-2.134,1.064,24.576
  ,  ,  ,  ,  ,6190,WAS,Cedar Waxwing                           ,                                        , Dh,76,-0.153,-1.207,0.91,9.908
  ,  ,  ,  ,2,6190,WIS,Cedar Waxwing                           ,                                        , Dh,94,-2.929,-3.898,-1.987,14.387
  ,  ,  ,  ,  ,6190,WV ,Cedar Waxwing                           ,                                        , Dh,53,0.503,-1.044,2.119,11.786
 Y,  , Y, Y,  ,6190,WYO,Cedar Waxwing                           ,                                        , Dh,29,3.173,-0.152,6.871,0.109
  ,  ,  ,  ,2,6190,CAN,Cedar Waxwing                           ,                                        , Dh,898,-1.765,-2.527,-1.044,6.489
  ,  ,  ,  ,2,6190,US ,Cedar Waxwing                           ,                                        , Dh,1863,-1.432,-1.738,-1.112,4.237
  ,  ,  ,  ,2,6190,SUR,Cedar Waxwing                           ,                                        , Dh,2761,-1.626,-2.092,-1.182,5.249
  ,  ,  ,  ,2,6190,CA1,Cedar Waxwing                           ,                                        , Dh,874,-1.774,-2.54,-1.05,7.562
  ,  ,  ,  ,2,6190,US1,Cedar Waxwing                           ,                                        , Dh,1857,-1.435,-1.74,-1.116,4.345
  ,  ,  ,  ,2,6190,SU1,Cedar Waxwing                           ,                                        , Dh,2731,-1.631,-2.097,-1.186,5.686
 R, R, R, R,  ,6200,S09,Phainopepla                             ,                                        , Dh,3,3.121,-2.742,10.238,0.058
 R, Y, R, Y,  ,6200,S15,Phainopepla                             ,                                        , Dh,5,1.738,-3.981,8.157,0.29
 R, Y, R, Y,  ,6200,S16,Phainopepla                             ,                                        , Dh,5,3.411,-1.812,10.236,0.166
  ,  ,  ,  ,  ,6200,S32,Phainopepla                             ,                                        , Dh,59,-0.644,-3.082,1.752,2.139
  ,  ,  ,  ,  ,6200,S33,Phainopepla                             ,                                        , Dh,56,1.504,-1.01,4,3.465
  ,  ,  ,  ,2,6200,S34,Phainopepla                             ,                                        , Dh,17,-2.813,-5.297,-0.429,3.871
 Y,  , Y, Y,  ,6200,S35,Phainopepla                             ,                                        , Dh,29,-0.036,-3.099,3.049,0.596
  ,  ,  ,  ,  ,6200,ARI,Phainopepla                             ,                                        , Dh,50,0.479,-1.73,2.787,3.841
  ,  ,  ,  ,  ,6200,CAL,Phainopepla                             ,                                        , Dh,88,-0.391,-2.274,1.536,1.528
 Y, Y, Y, Y,  ,6200,NEV,Phainopepla                             ,                                        , Dh,7,3.917,-0.44,9.391,0.124
 Y, Y, Y, Y,  ,6200,NM ,Phainopepla                             ,                                        , Dh,12,1.133,-2.488,4.811,0.755
 Y,  , Y, Y,  ,6200,TEX,Phainopepla                             ,                                        , Dh,17,-1.311,-5.946,3.465,0.426
  ,  ,  ,  ,  ,6200,US ,Phainopepla                             ,                                        , Dh,174,0.357,-1.236,2.063,1.647
  ,  ,  ,  ,  ,6200,SUR,Phainopepla                             ,                                        , Dh,174,0.357,-1.236,2.063,1.647
  ,  ,  ,  ,  ,6200,US1,Phainopepla                             ,                                        , Dh,174,0.357,-1.236,2.063,1.647
  ,  ,  ,  ,  ,6200,SU1,Phainopepla                             ,                                        , Dh,174,0.357,-1.236,2.063,1.647
 Y, Y,  , Y,1,6510,S34,Olive Warbler                           ,                                        , Sh,13,6.015,2.632,8.167,0.786
 Y, Y, Y, Y,1,6510,ARI,Olive Warbler                           ,                                        , Sh,10,7.983,3.349,9.892,0.674
 R, R, Y,  ,  ,6510,NM ,Olive Warbler                           ,                                        , Sh,3,1.687,-2.327,4.464,1.033
 Y, Y,  , Y,1,6510,US ,Olive Warbler                           ,                                        , Sh,13,6.015,2.632,8.167,0.786
 Y, Y,  , Y,1,6510,SUR,Olive Warbler                           ,                                        , Sh,13,6.015,2.632,8.167,0.786
 Y, Y,  , Y,1,6510,US1,Olive Warbler                           ,                                        , Sh,13,6.015,2.632,8.167,0.786
 Y, Y,  , Y,1,6510,SU1,Olive Warbler                           ,                                        , Sh,13,6.015,2.632,8.167,0.786
  ,  ,  ,  ,  ,6882,S05,House Sparrow                           ,                                        , Dh,89,0.203,-0.776,1.247,8.426
  ,  ,  ,  ,2,6882,S06,House Sparrow                           ,                                        , Dh,75,-5.542,-7.033,-3.924,5.45
  ,  ,  ,  ,  ,6882,S08,House Sparrow                           ,                                        , Dh,33,-1.561,-4.35,1.205,1.216
  ,  ,  ,  ,2,6882,S09,House Sparrow                           ,                                        , Dh,160,-1.372,-2.138,-0.594,9.17
 Y,  ,  , Y,  ,6882,S10,House Sparrow                           ,                                        , Dh,82,0.12,-1.003,1.38,0.847
  ,  ,  ,  ,2,6882,S11,House Sparrow                           ,                                        , Dh,308,-3.635,-4.173,-3.083,43.193
  ,  ,  ,  ,2,6882,S12,House Sparrow                           ,                                        , Dh,127,-3.921,-5.036,-2.816,1.184
  ,  ,  ,  ,2,6882,S13,House Sparrow                           ,                                        , Dh,169,-1.77,-2.308,-1.171,68.972
  ,  ,  ,  ,2,6882,S14,House Sparrow                           ,                                        , Dh,174,-4.726,-5.678,-3.743,2.22
 Y, Y,  ,  ,  ,6882,S15,House Sparrow                           ,                                        , Dh,13,-1.089,-3.564,1.256,1.237
  ,  ,  ,  ,  ,6882,S16,House Sparrow                           ,                                        , Dh,115,-0.402,-1.542,0.819,5.061
  ,  ,  ,  ,2,6882,S17,House Sparrow                           ,                                        , Dh,84,-4.881,-6.741,-3.058,4.346
  ,  ,  ,  ,2,6882,S18,House Sparrow                           ,                                        , Dh,121,-4.719,-5.708,-3.788,47.943
  ,  ,  ,  ,2,6882,S19,House Sparrow                           ,                                        , Dh,110,-4.444,-5.263,-3.644,21.751
  ,  ,  ,  ,2,6882,S20,House Sparrow                           ,                                        , Dh,17,-2.796,-5.049,-0.691,9.14
  ,  ,  ,  ,2,6882,S21,House Sparrow                           ,                                        , Dh,66,-3.501,-4.418,-2.62,33.163
  ,  ,  ,  ,2,6882,S22,House Sparrow                           ,                                        , Dh,257,-3.91,-4.328,-3.474,149.611
  ,  ,  ,  ,2,6882,S23,House Sparrow                           ,                                        , Dh,139,-3.221,-3.715,-2.715,110.38
  ,  ,  ,  ,2,6882,S24,House Sparrow                           ,                                        , Dh,142,-4.803,-5.415,-4.166,36.516
  ,  ,  ,  ,2,6882,S25,House Sparrow                           ,                                        , Dh,76,-2.576,-4.281,-0.859,9.134
  ,  ,  ,  ,2,6882,S26,House Sparrow                           ,                                        , Dh,55,-3.85,-4.916,-2.794,57.509
  ,  ,  ,  ,2,6882,S27,House Sparrow                           ,                                        , Dh,225,-4.264,-4.931,-3.594,7.61
  ,  ,  ,  ,2,6882,S28,House Sparrow                           ,                                        , Dh,292,-2.33,-2.736,-1.931,23.907
  ,  ,  ,  ,2,6882,S29,House Sparrow                           ,                                        , Dh,138,-3.016,-3.844,-2.156,24.012
  ,  ,  ,  ,2,6882,S30,House Sparrow                           ,                                        , Dh,126,-1.485,-2.122,-0.829,64.116
  ,  ,  ,  ,2,6882,S31,House Sparrow                           ,                                        , Dh,36,-6.591,-8.633,-4.58,1.841
  ,  ,  ,  ,2,6882,S32,House Sparrow                           ,                                        , Dh,93,-2.46,-3.345,-1.641,28.074
  ,  ,  ,  ,2,6882,S33,House Sparrow                           ,                                        , Dh,62,-3.434,-4.644,-2.187,22.81
  ,  ,  ,  ,2,6882,S34,House Sparrow                           ,                                        , Dh,23,-2.701,-4.268,-1.118,3.457
  ,  ,  ,  ,2,6882,S35,House Sparrow                           ,                                        , Dh,38,-1.902,-3.22,-0.525,8.409
  ,  ,  ,  ,2,6882,S36,House Sparrow                           ,                                        , Dh,26,-3.481,-5.465,-1.565,46.327
  ,  ,  ,  ,2,6882,S37,House Sparrow                           ,                                        , Dh,34,-3.288,-4.784,-1.795,51.66
  ,  ,  ,  ,2,6882,ALA,House Sparrow                           ,                                        , Dh,89,-6.98,-8.174,-5.819,7.217
  ,  ,  ,  ,2,6882,ALB,House Sparrow                           ,                                        , Dh,132,-5.097,-5.983,-4.19,15.002
  ,  ,  ,  ,2,6882,ARI,House Sparrow                           ,                                        , Dh,59,-2.999,-4.331,-1.697,13.522
  ,  ,  ,  ,2,6882,ARK,House Sparrow                           ,                                        , Dh,47,-4.762,-6.119,-3.401,29.303
  ,  ,  ,  ,  ,6882,BC ,House Sparrow                           ,                                        , Dh,57,-1.199,-3.483,0.597,4.118
  ,  ,  ,  ,2,6882,CAL,House Sparrow                           ,                                        , Dh,166,-2.657,-3.415,-1.946,18.923
  ,  ,  ,  ,2,6882,COL,House Sparrow                           ,                                        , Dh,94,-3.375,-4.361,-2.388,17.058
  ,  ,  ,  ,  ,6882,CON,House Sparrow                           ,                                        , Dh,17,-0.485,-2.029,1.073,55.869
  ,  ,  ,  ,2,6882,DEL,House Sparrow                           ,                                        , Dh,14,-2.065,-3.598,-0.574,112.38
  ,  ,  ,  ,2,6882,FLA,House Sparrow                           ,                                        , Dh,62,-6.455,-8.276,-4.734,1.885
  ,  ,  ,  ,2,6882,GA ,House Sparrow                           ,                                        , Dh,75,-4.572,-5.726,-3.427,4.897
  ,  ,  ,  ,2,6882,IA ,House Sparrow                           ,                                        , Dh,37,-3.556,-4.532,-2.56,163.483
  ,  ,  ,  ,2,6882,IDA,House Sparrow                           ,                                        , Dh,30,-2.422,-3.818,-0.964,9.951
  ,  ,  ,  ,2,6882,ILL,House Sparrow                           ,                                        , Dh,104,-4.817,-5.361,-4.258,190.705
  ,  ,  ,  ,2,6882,IND,House Sparrow                           ,                                        , Dh,63,-3.756,-4.39,-3.125,172.899
  ,  ,  ,  ,2,6882,KAN,House Sparrow                           ,                                        , Dh,63,-4.042,-5.021,-3.106,44.647
  ,  ,  ,  ,2,6882,KY ,House Sparrow                           ,                                        , Dh,47,-4.607,-5.605,-3.636,38.612
  ,  ,  ,  ,2,6882,LA ,House Sparrow                           ,                                        , Dh,69,-3.324,-4.55,-2.163,21.214
  ,  ,  ,  ,2,6882,MAN,House Sparrow                           ,                                        , Dh,55,-2.966,-4.049,-1.858,12.827
  ,  ,  ,  ,  ,6882,MAS,House Sparrow                           ,                                        , Dh,28,-0.386,-1.584,0.857,42.799
  ,  ,  ,  ,2,6882,MD ,House Sparrow                           ,                                        , Dh,66,-3.703,-4.404,-2.997,79.84
  ,  ,  ,  ,2,6882,ME ,House Sparrow                           ,                                        , Dh,38,-2.883,-5.301,-0.58,2.526
  ,  ,  ,  ,2,6882,MIC,House Sparrow                           ,                                        , Dh,71,-2.071,-2.937,-1.166,50.433
  ,  ,  ,  ,2,6882,MIN,House Sparrow                           ,                                        , Dh,69,-4.518,-5.483,-3.528,27.87
  ,  ,  ,  ,2,6882,MIS,House Sparrow                           ,                                        , Dh,39,-3.106,-5.465,-0.716,5.785
  ,  ,  ,  ,2,6882,MO ,House Sparrow                           ,                                        , Dh,84,-5.103,-6.064,-4.125,35.615
  ,  ,  ,  ,2,6882,MON,House Sparrow                           ,                                        , Dh,60,-2.806,-4.154,-1.451,4.652
 Y,  , Y, Y,2,6882,NB ,House Sparrow                           ,                                        , Dh,21,-12.296,-15.427,-9.267,0.304
  ,  ,  ,  ,2,6882,NC ,House Sparrow                           ,                                        , Dh,75,-4.737,-5.609,-3.889,20.511
  ,  ,  ,  ,2,6882,ND ,House Sparrow                           ,                                        , Dh,48,-5.274,-6.421,-4.14,19.899
  ,  ,  ,  ,2,6882,NEB,House Sparrow                           ,                                        , Dh,60,-4.501,-5.599,-3.376,18.006
  ,  ,  ,  ,  ,6882,NEV,House Sparrow                           ,                                        , Dh,22,1.136,-1.125,3.477,3.696
  ,  ,  ,  ,  ,6882,NF ,House Sparrow                           ,                                        , Dh,18,-0.446,-3.455,2.446,2.25
  ,  ,  ,  ,2,6882,NH ,House Sparrow                           ,                                        , Dh,22,-2.76,-4.103,-1.462,7.989
  ,  ,  ,  ,  ,6882,NJ ,House Sparrow                           ,                                        , Dh,32,0.391,-0.643,1.449,48.577
  ,  ,  ,  ,2,6882,NM ,House Sparrow                           ,                                        , Dh,59,-1.324,-2.322,-0.33,9.746
  ,  ,  ,  ,2,6882,NS ,House Sparrow                           ,                                        , Dh,25,-10.275,-12.501,-8.076,1.605
  ,  ,  ,  ,2,6882,NY ,House Sparrow                           ,                                        , Dh,104,-1.313,-1.955,-0.649,45.632
  ,  ,  ,  ,2,6882,OHI,House Sparrow                           ,                                        , Dh,67,-2.245,-2.929,-1.545,178.779
  ,  ,  ,  ,2,6882,OKL,House Sparrow                           ,                                        , Dh,56,-2.987,-4.003,-1.973,33.101
  ,  ,  ,  ,2,6882,ONT,House Sparrow                           ,                                        , Dh,93,-3.819,-4.648,-2.992,4.384
  ,  ,  ,  ,  ,6882,ORE,House Sparrow                           ,                                        , Dh,61,-0.239,-1.439,1.04,5.137
  ,  ,  ,  ,2,6882,PA ,House Sparrow                           ,                                        , Dh,107,-0.946,-1.475,-0.416,56.032
 R, R, Y,  ,2,6882,PEI,House Sparrow                           ,                                        , Dh,3,-14.028,-19.125,-9.965,2.234
  ,  ,  ,  ,2,6882,QUE,House Sparrow                           ,                                        , Dh,86,-3.559,-5.023,-1.827,3.28
 R, R, Y,  ,  ,6882,RI ,House Sparrow                           ,                                        , Dh,4,0.512,-2.835,4.606,49.368
  ,  ,  ,  ,2,6882,SAS,House Sparrow                           ,                                        , Dh,82,-3.632,-4.661,-2.596,37.569
  ,  ,  ,  ,2,6882,SC ,House Sparrow                           ,                                        , Dh,33,-4.159,-6.025,-2.273,4.478
  ,  ,  ,  ,  ,6882,SD ,House Sparrow                           ,                                        , Dh,50,-0.581,-1.948,0.904,21.445
  ,  ,  ,  ,2,6882,TEN,House Sparrow                           ,                                        , Dh,43,-3.117,-4.303,-1.668,16.714
